Title,Year,Genre,Country,imdbRating,imdbVotes,imdbID,Year2,imdbRating2
Royal Pains,2009–2016,"Comedy, Drama",USA,7.1,"17,810",tt1319735,2009,71
Ghost Adventures,2008–,"History, Sci-Fi, Thriller",USA,7.7,"7,095",tt1319900,2008,77
Celebrity Ghost Stories,2008–,Documentary,USA,7.1,718,tt1320080,2008,71
Panelák,2008–,Drama,Slovakia,2.9,178,tt1320219,2008,29
Doctor Mateo,2009–2011,Comedy,Spain,6.2,225,tt1320315,2009,62
Hotbox,2009–,"Comedy, Sci-Fi",Canada,3.2,224,tt1320317,2009,32
Departures,2008–,Documentary,Canada,9,"1,859",tt1320363,2008,90
Comeback,2008–,Comedy,Czech Republic,6.5,211,tt1321261,2008,65
Os Mutantes,2008–,Sci-Fi,Brazil,3.5,181,tt1321713,2008,35
10 Things I Hate About You,2009–2010,Comedy,USA,7.5,"5,203",tt1321805,2009,75
The Legend of Neil,2008–,"Adventure, Comedy, Fantasy",USA,8.3,451,tt1322095,2008,83
Blood is thicker than water,2008–,Drama,Bosnia and Herzegovina,3.5,200,tt1323300,2008,35
Linebarrels of Iron,2008–,"Animation, Action, Comedy",Japan,6.1,103,tt1323829,2008,61
Los exitosos Pells,2008–,"Comedy, Drama, Romance",Argentina,6.9,116,tt1324065,2008,69
MLB Tonight,2009–,"News, Sport",USA,7.4,122,tt1324576,2009,74
Michiko and Hatchin,2008–,"Animation, Action, Adventure, Crime",Japan,7.7,656,tt1324968,2008,77
Childrens Hospital,2008–2016,Comedy,USA,7.8,"6,370",tt1325113,2008,78
Glee,2009–2015,"Comedy, Drama, Music, Musical",USA,6.8,"124,571",tt1327801,2009,68
Shattered,2010–2011,"Crime, Drama",Canada,6.2,337,tt1327810,2010,62
Animal Armageddon,2009–,"Documentary, Animation, History",USA,7.6,158,tt1327845,2009,76
Manhunters: Fugitive Task Force,2008–,"Crime, Mystery, Reality-TV",USA,8.3,97,tt1328268,2008,83
Majority Rules!,2009–,Comedy,Canada,5.8,59,tt1329005,2009,58
Steven Seagal: Lawman,2009–,Reality-TV,USA,6.4,952,tt1329291,2009,64
Skip Beat!,2008–,"Animation, Comedy, Drama",Japan,8.1,718,tt1329466,2008,81
The Old Guys,2009–,Comedy,UK,7.2,259,tt1329831,2009,72
World War Two: Behind Closed Doors,2008–,"Documentary, History, War","UK, Poland",8,355,tt1329986,2008,80
Free Agents,2009,"Comedy, Drama",UK,6.9,330,tt1330768,2009,69
BrzydUla,2008–,Comedy,Poland,5.2,115,tt1331277,2008,52
The Office: The Outburst,2008–,Comedy,USA,7.5,90,tt1331287,2008,75
Life's a Zoo,2008–2009,"Animation, Comedy, Music",Canada,7.6,201,tt1331751,2008,76
Review with Myles Barlow,2008–,Comedy,Australia,8.7,273,tt1331923,2008,87
Make It or Break It,2009–2012,"Drama, Sport",USA,7.6,"8,784",tt1332030,2009,76
Forbidden Science,2009–,"Drama, Fantasy, Mystery, Romance, Sci-Fi, Thriller",Canada,5.6,541,tt1332071,2009,56
Horne & Corden,2009,Comedy,UK,2.9,505,tt1332074,2009,29
Casualty 1909,2009–,Drama,UK,8.6,253,tt1332150,2009,86
I Love My Family,1993–1994,"Comedy, Family",China,8.5,104,tt1332701,1993,85
Persons Unknown,2010–,"Drama, Mystery, Thriller","USA, Mexico",6.9,"7,933",tt1333050,2010,69
Ef: A Tale of Melodies.,2008–,"Animation, Drama, Romance",Japan,7.7,329,tt1334298,2008,77
Unsung,2008–,"Documentary, Biography, History, Music",USA,8.7,277,tt1334307,2008,87
My Alibi,2008–,Drama,USA,8.1,104,tt1334496,2008,81
Baccano!,2007–2008,"Animation, Action, Adventure, Comedy, Crime, Fantasy, Horror, Mystery, Thriller","USA, Japan",8.3,"9,000",tt1334722,2007,83
Reggie Perrin,2009–,Comedy,UK,6.3,462,tt1336582,2009,63
Sasha+Masha,2002–2005,Comedy,Russia,5.3,140,tt1336585,2002,53
Tangle,2009–2012,Drama,Australia,7.7,259,tt1336911,2009,77
A Native of Beijing in New York,1993–,"Drama, Romance",China,8.1,91,tt1340051,1993,81
Moving On,2009–,Drama,UK,7.6,245,tt1340758,2009,76
Bakugan Battle Brawlers: Gundalian Invaders,2010–2012,"Animation, Action","Canada, Japan",5.7,271,tt1340802,2010,57
Kahaani Ghar Ghar Kii,2000–,,India,1.8,191,tt1341970,2000,18
Man v. Food,2008–,Reality-TV,USA,7.4,"6,067",tt1342711,2008,74
Tuulepealne maa,2008–,"Drama, History, Romance",Estonia,8.7,236,tt1343073,2008,87
Helppo elämä,2009–,Drama,Finland,7.9,183,tt1343217,2009,79
Trapped,2008–,"Adventure, Drama",Australia,8,66,tt1343302,2008,80
Pandora Hearts,2009–,"Animation, Action, Fantasy",Japan,7.4,414,tt1343645,2009,74
Web Therapy,2008–,Comedy,USA,7.5,"1,809",tt1343865,2008,75
Blue Mountain State,2010–2011,"Comedy, Sport","USA, Canada",8.4,"45,680",tt1344204,2010,84
Superstars of Dance,2009,Reality-TV,USA,4.2,172,tt1344286,2009,42
The Dating Guy,2009–2010,"Animation, Comedy",Canada,3.4,336,tt1344959,2009,34
Rob Dyrdek's Fantasy Factory,2009–,"Comedy, Reality-TV",USA,7.8,"2,311",tt1344970,2009,78
Ark,2009–,"Sci-Fi, Thriller",USA,7.8,118,tt1345784,2009,78
The City,2008–,Reality-TV,USA,5.2,"1,083",tt1346006,2008,52
Maria Holic,2009–,"Animation, Comedy, Drama",Japan,6.7,219,tt1346122,2009,67
Vampire Knight Guilty,2008–,Animation,Japan,7.7,569,tt1346198,2008,77
The Biggest Loser,2009–,"Game-Show, Reality-TV",Germany,4.5,131,tt1346632,2009,45
Confessions of a Teen Idol,2009–,Reality-TV,USA,7.1,186,tt1347631,2009,71
Phantom: Requiem for the Phantom,2009–,"Animation, Action, Crime, Drama, Mystery, Thriller",Japan,7.7,"1,242",tt1347975,2009,77
Rehab: Party at the Hard Rock Hotel,2008–,Reality-TV,USA,5.2,103,tt1348027,2008,52
Les petits meurtres d'Agatha Christie,2009–,"Comedy, Crime, Drama, Mystery","France, Switzerland",7.7,548,tt1349600,2009,77
Tool Academy,2009–,"Game-Show, Reality-TV",USA,4.4,349,tt1349836,2009,44
Being Human,2008–2013,"Comedy, Drama, Fantasy, Horror",UK,7.8,"22,620",tt1349938,2008,78
Regina,2008–,"Drama, Romance",Romania,5.6,153,tt1350328,2008,56
Scrubs: Interns,2009–,Comedy,USA,5.7,"1,532",tt1350342,2009,57
Connor Undercover,2009–,"Action, Comedy, Crime",Canada,5.1,155,tt1351355,2009,51
A History of Scotland,2008–,"Documentary, History",UK,8.3,239,tt1352077,2008,83
Samurai Harem,2009–,"Animation, Comedy, Drama, Romance, Sport",Japan,6.3,151,tt1352414,2009,63
Kurokami: The Animation,2009–,"Animation, Action, Adventure",Japan,6.9,171,tt1352417,2009,69
Natsume yûjinchô,2008–,"Animation, Comedy, Drama, Fantasy, Horror, Mystery",Japan,8.1,"1,177",tt1352421,2008,81
How Stuff Works,2008–,Documentary,USA,7.3,551,tt1352532,2008,73
RuPaul's Drag Race,2009–,"Game-Show, Reality-TV",USA,8.4,"10,372",tt1353056,2009,84
Monster Buster Club,2008–,"Animation, Action, Family, Sci-Fi","France, Canada",5.8,127,tt1353145,2008,58
Samurai Squadron Shinkenger,2009–,Action,Japan,8,102,tt1353147,2009,80
Chopped,2007–,Reality-TV,USA,7.6,"2,898",tt1353281,2007,76
A Double Shot at Love,2008–,"Game-Show, Reality-TV, Romance",USA,3.7,192,tt1353293,2008,37
Papatyam,2009–,Comedy,Turkey,4.7,237,tt1353608,2009,47
My Own Swordsman,2006–,Comedy,China,8.5,248,tt1353771,2006,85
Glenn Martin DDS,2009–2011,"Animation, Comedy",USA,4.2,810,tt1355237,2009,42
Silent Library,2009–,Game-Show,USA,6.2,320,tt1355620,2009,62
Fullmetal Alchemist: Brotherhood,2009–2012,"Animation, Action, Adventure, Comedy, Drama, Fantasy, Sci-Fi",Japan,9,"84,690",tt1355642,2009,90
Life of Riley,2009–,Comedy,UK,5.5,241,tt1356374,2009,55
The No. 1 Ladies' Detective Agency,2008–2009,"Comedy, Crime, Drama","UK, USA, South Africa, Botswana",8.2,"2,750",tt1356380,2008,82
Late Knights,2006–,Comedy,Germany,9,114,tt1356473,2006,90
The Onion News Network,2007–,Comedy,USA,8.5,99,tt1356653,2007,85
Hetalia: Axis Powers,2009–,"Animation, Comedy",Japan,7.6,"1,066",tt1356878,2009,76
Buy More,2008–,Comedy,USA,8.5,98,tt1357601,2008,85
Chasing Classic Cars,2008–,Documentary,USA,7.3,465,tt1357604,2008,73
Treasure Quest,2009,Documentary,USA,8,142,tt1358087,2009,80
Sci Fi Science: Physics of the Impossible,2009–,"Documentary, Reality-TV",USA,7.5,343,tt1358355,2009,75
White Collar,2009–2014,"Comedy, Crime, Drama, Mystery",USA,8.3,"109,030",tt1358522,2009,83
Cold Blood,2008–,"Documentary, Crime, Mystery",Canada,7.3,149,tt1359465,2008,73
Hara agnoeitai,2009–,Drama,Greece,7.5,91,tt1360076,2009,75
Sled,2007–,"Crime, Drama, Mystery",Russia,5.1,89,tt1360087,2007,51
Mei-chan's Butler,2009–,"Comedy, Drama",Japan,6.9,221,tt1360443,2009,69
Paris Hilton's British Best Friend,2009–,Reality-TV,UK,1.9,528,tt1360544,2009,19
Love Shuffle,2009–,"Comedy, Drama",Japan,8,262,tt1360590,2009,80
The Savage Eye,2009–,Comedy,Ireland,7.5,117,tt1360827,2009,75
India: A Love Story,2009–,"Adventure, Drama, Romance",Brazil,6.6,430,tt1360961,2009,66
Married Single Other,2009–,Drama,UK,8.1,308,tt1361110,2009,81
East of Eden,2008–2009,"Action, Drama, Romance",South Korea,7.2,132,tt1361356,2008,72
For the Love of Ray J,2009–,"Game-Show, Reality-TV, Romance",USA,3.2,354,tt1361721,2009,32
What Would You Do?,2009–,News,USA,7.1,725,tt1361787,2009,71
Sons of Tucson,2010,Comedy,USA,7.2,"1,794",tt1361839,2010,72
Yagmurdan sonra,2006–2007,Drama,Turkey,5.7,27,tt1364153,2006,57
Atrévete a soñar,2009–,,Mexico,5.8,72,tt1364356,2009,58
The Elephant Princess,2008–,"Adventure, Drama, Family",Australia,6.6,648,tt1364465,2008,66
Gormiti: The Lords of Nature Return!,2008–,"Animation, Family, Fantasy","France, Italy",5,93,tt1364483,2008,50
RideBack,2009–,"Animation, Action, Drama, Sci-Fi",Japan,6.9,128,tt1364721,2009,69
Toddlers and Tiaras,2009–2016,Reality-TV,USA,1.8,"3,276",tt1364951,2009,18
Who Do You Think You Are?,2010–,"Documentary, Biography, History",USA,8.1,"1,164",tt1365047,2010,81
The Legend of Dick and Dom,2009–,"Comedy, Drama",UK,6.1,113,tt1365244,2009,61
The Queen,2009–,Drama,UK,7.3,125,tt1365539,2009,73
Skavlan,2009–,Talk-Show,Norway,6.2,338,tt1366792,2009,62
ADHDtv: With Lew Marklin,2007–,Comedy,USA,7.7,129,tt1367144,2007,77
Gaki no tsukai ya arahende!!,1989–,Comedy,Japan,9.2,320,tt1368424,1989,92
Na terapiji,2009–,Drama,Serbia,8.5,263,tt1368428,2009,85
Da zhai men,2001–2003,Drama,China,8.7,145,tt1368472,2001,87
WCG Ultimate Gamer,2009–,Reality-TV,USA,6.9,173,tt1368488,2009,69
Ergazomeni gynaika,2009–,Comedy,Greece,6.3,257,tt1369154,2009,63
1 Litre of Tears,2005–,"Drama, Romance",Japan,8.9,"1,639",tt1370332,2005,89
Boys Over Flowers,2009,"Comedy, Drama, Romance",South Korea,8.1,"6,366",tt1370334,2009,81
A.M.A.N.,1997–2007,Comedy,Greece,8.4,238,tt1370909,1997,84
Ladies of Letters,2009–,Comedy,UK,8.1,104,tt1371603,2009,81
The CollegeHumor Show,2009–,Comedy,USA,8,368,tt1371773,2009,80
Jesse James Is a Dead Man,2009–,Reality-TV,USA,3.5,148,tt1372127,2009,35
The Nutshack,2007–2011,"Animation, Comedy","USA, Philippines",1.9,911,tt1372153,2007,19
Rosie & Jim,1990–,"Adventure, Family",UK,6.5,182,tt1372179,1990,65
Star-ving,2009–,Comedy,USA,7.9,296,tt1372191,2009,79
Victorian Farm,2009–,"Documentary, History",UK,8.8,319,tt1372211,2009,88
Oye! It's Friday!,2008–,,India,8.2,91,tt1373021,2008,82
In the Motherhood,2009,,USA,6.3,182,tt1374983,2009,63
Known Universe,2009–,Documentary,USA,8.1,286,tt1375408,2009,81
Martin Morning,2003–,"Animation, Family","France, China",6.8,100,tt1375683,2003,68
Shikabane hime kuro,2009–,"Animation, Action, Drama",Japan,7,177,tt1376389,2009,70
NCIS: Los Angeles,2009–,"Action, Crime, Drama",USA,6.7,"43,961",tt1378167,2009,67
Stretch Armstrong & the Flex Fighters,2017–,"Animation, Action, Comedy, Sci-Fi",USA,6.7,193,tt1379164,2017,67
How to Be Indie,2009–,"Comedy, Family",Canada,4.8,257,tt1379412,2009,48
Lights Out,2011,"Crime, Drama, Sport",USA,8,"2,899",tt1379690,2011,80
Happy Town,2010,"Drama, Fantasy, Mystery, Thriller",USA,7.1,"3,042",tt1379722,2010,71
American Loggers,2009–,Reality-TV,USA,5.6,103,tt1380975,2009,56
The Jay Leno Show,2009–2010,"Comedy, Talk-Show",USA,3.7,"1,832",tt1381004,2009,37
Águila Roja,2009–2016,Adventure,Spain,6.6,752,tt1381020,2009,66
That Metal Show,2008–,"Music, Talk-Show",USA,8.4,455,tt1382157,2008,84
Hawthorne,2009–2011,Drama,USA,6.2,"2,541",tt1382367,2009,62
Body Language,2008–2010,"Drama, Romance",USA,4.9,126,tt1382577,2008,49
La hora de José Mota,2009–,"Comedy, Music",Spain,6.4,164,tt1382579,2009,64
Himmelblå,2008–,Drama,Norway,7.1,216,tt1383294,2008,71
Mater's Tall Tales,2008–,"Animation, Adventure, Comedy, Family",USA,7,"2,249",tt1384816,2008,70
FM,2009–,Comedy,UK,7.7,408,tt1385167,2009,77
Glenn Beck,2009–,Talk-Show,USA,3.9,453,tt1385183,2009,39
Iran and the West,2009–,Documentary,UK,8.1,144,tt1385208,2009,81
Anyone But Me,2008–,"Comedy, Drama",USA,7.3,837,tt1385817,2008,73
Schlag den Star,2009–,Game-Show,Germany,4.5,118,tt1385821,2009,45
Suzumiya Haruhi chan no yûutsu,2009,"Animation, Comedy",Japan,6.8,300,tt1386581,2009,68
Go Girls,2009–,"Comedy, Drama",New Zealand,6.9,262,tt1386958,2009,69
Jimmy Two-Shoes,2009–2011,"Animation, Adventure, Comedy, Family, Fantasy",Canada,6.2,483,tt1387904,2009,62
Karl III,2009–,Comedy,Norway,3.4,81,tt1388430,2009,34
Tales of the Marshes,1997–,History,China,7.8,92,tt1388431,1997,78
The Super Hero Squad Show,2009–2011,"Animation, Action, Comedy",USA,6.2,"1,226",tt1388589,2009,62
Melrose Place,2009–2010,"Drama, Romance",USA,6.2,"3,608",tt1388782,2009,62
Vecinos,2008–,Comedy,Colombia,6.8,85,tt1389056,2008,68
Rubicon,2010–,"Crime, Drama, Mystery, Thriller",USA,7.9,"9,712",tt1389371,2010,79
Grandpa in My Pocket,2009–,"Family, Fantasy",UK,5.2,103,tt1390447,2009,52
Leo Little's Big Show,2009–,"Short, Comedy, Family",USA,5.3,116,tt1392026,2009,53
Romantically Challenged,2010,Comedy,USA,5.6,515,tt1392247,2010,56
Dance India Dance,2009–,"Comedy, Drama, History",India,6.5,189,tt1392552,2009,65
Legend of Eagle Shooting Hero,2003–,"Adventure, Drama, Fantasy",China,6.7,164,tt1392709,2003,67
Laughing in the Wind,2001–,"Adventure, Drama, Fantasy",China,8,287,tt1392724,2001,80
Cashing In,2009–,"Comedy, Crime, Drama",Canada,6.5,26,tt1393004,2009,65
LazyTown Extra,2008–,Family,Iceland,7.2,49,tt1394003,2008,72
Chrome Shelled Regios,2009–,"Animation, Action, Adventure",Japan,7.3,336,tt1394286,2009,73
Bridget's Sexiest Beaches,2009,Documentary,USA,5.4,187,tt1395348,2009,54
Billy the Exterminator,2009–,Reality-TV,USA,6.1,824,tt1395384,2009,61
Dinotrux,2015–2017,"Animation, Action, Comedy, Family",USA,7.2,327,tt1396212,2015,72
Past Life,2010,"Crime, Drama, Mystery",USA,5.5,383,tt1396401,2010,55
Darwin's Dangerous Idea,2009–,Documentary,UK,7.7,134,tt1397248,2009,77
The Incredible Human Journey,2009–,Documentary,UK,8.3,710,tt1397256,2009,83
Police Interceptors,2008–,Documentary,UK,7.4,103,tt1397259,2008,74
MacGyver,2016–,"Action, Adventure, Drama",USA,5.2,"14,045",tt1399045,2016,52
The Night Manager,2016–,"Crime, Drama, Mystery, Thriller","UK, USA",8.2,"57,994",tt1399664,2016,82
Tough Love,2009–,Reality-TV,USA,6.2,359,tt1400265,2009,62
El-malek Farouk,2007–,Biography,Egypt,7.2,36,tt1400438,2007,72
The Beautiful Life: TBL,2009,Drama,USA,5.8,"1,018",tt1400580,2009,58
Horrible Histories,2009–2019,"Comedy, Family, History",UK,8.8,"2,945",tt1400819,2009,88
The Rotten Tomatoes Show,2009–,Comedy,USA,7.7,191,tt1400986,2009,77
Figaro Pho,2009–,"Animation, Comedy",Australia,6.4,118,tt1401650,2009,64
Taking the Stage,2009–,Reality-TV,USA,8,137,tt1401687,2009,80
WWE Superstars,2009–2016,"Action, Sport",USA,6.1,248,tt1401882,2009,61
The League of Super Evil,2009–2012,"Animation, Action, Comedy, Family, Sci-Fi","Canada, USA",6.6,246,tt1402156,2009,66
Eastwick,2009–2010,"Drama, Fantasy",USA,6.5,"8,427",tt1402376,2009,65
Ranetki,2008–,"Drama, Musical, Romance",Russia,2.3,139,tt1402943,2008,23
Chris Moyles Quiz Night,2009–,Game-Show,UK,5,109,tt1403965,2009,50
La chica de ayer,2009,,Spain,6.5,111,tt1404147,2009,65
"Ano, séfe!",2009–,Reality-TV,Czech Republic,7.8,103,tt1404577,2009,78
I Get That a Lot,2009–,,USA,6.9,147,tt1404620,2009,69
Newswipe,2009–2010,"Documentary, Comedy",UK,8.7,"1,090",tt1405169,2009,87
Rude Tube,2008–,"Comedy, Reality-TV",UK,5.3,159,tt1405257,2008,53
The Vampire Diaries,2009–2017,"Drama, Fantasy, Horror, Mystery, Romance, Thriller",USA,7.7,"259,305",tt1405406,2009,77
This Is Not My Life,2010,"Sci-Fi, Thriller",New Zealand,7.8,530,tt1405466,2010,78
Gora samotsvetov,2005–,Animation,Russia,8,36,tt1405565,2005,80
Ramzor,2008–,Comedy,Israel,8.8,422,tt1405737,2008,88
Bully Beatdown,2009–,"Reality-TV, Sport",USA,6.7,613,tt1405819,2009,67
Miami Medical,2010,"Action, Drama, Mystery",USA,7.3,"1,092",tt1406662,2010,73
Queen's Blade: Wandering Warrior,2009–,"Animation, Action, Adventure, Comedy, Drama, Fantasy",Japan,6.2,263,tt1407599,2009,62
30 for 30,2009–,"Documentary, Biography, History, Sport",USA,8.8,"3,688",tt1408430,2009,88
Alfons Åberg,1979–1994,"Animation, Family",Sweden,7,160,tt1408434,1979,70
Memphis Beat,2010–,"Comedy, Crime, Drama",USA,7.5,"2,251",tt1409008,2010,75
Dragon Ball Z Kai,2009–2015,"Animation, Action, Adventure, Comedy, Fantasy, Sci-Fi",Japan,8.3,"18,084",tt1409055,2009,83
The Dudesons,2006–,"Comedy, Reality-TV",Finland,7.1,"1,203",tt1409056,2006,71
Guin sâga,2009–,"Animation, Adventure, Fantasy",Japan,6.9,129,tt1409058,2009,69
Stitch!,2008–2015,"Animation, Comedy, Family, Sci-Fi","South Korea, Japan, China",4.5,169,tt1409066,2008,45
Tears to Tiara,2009–,"Animation, Action, Adventure",Japan,6.8,128,tt1409068,2009,68
Univer,2008–2011,Comedy,Russia,5.2,624,tt1409069,2008,52
Big Windup!,2007–,"Animation, Comedy, Drama, Sport",Japan,7.8,173,tt1409383,2007,78
All the Small Things,2009–,Drama,UK,7.4,311,tt1409646,2009,74
Last Chance to See,2009–,Documentary,UK,8.3,408,tt1409667,2009,83
Patton 360,2009–,"Documentary, History, War",USA,7.3,146,tt1409728,2009,73
Peach Girl,2005–,"Animation, Drama, Romance",Japan,7.2,225,tt1409913,2005,72
Toren C,2008–,"Comedy, Drama",Netherlands,8,143,tt1409991,2008,80
K-On!,2009–2010,"Animation, Comedy, Drama, Music",Japan,7.6,"2,011",tt1410218,2009,76
SOKO Stuttgart,2009–,Crime,Germany,6.6,76,tt1410219,2009,66
The Cougar,2009,"Game-Show, Reality-TV, Romance",USA,2.4,138,tt1410490,2009,24
The Fashion Show,2009–,Reality-TV,USA,5.5,180,tt1410543,2009,55
Lock 'N Load with R. Lee Ermey,2009–,"Documentary, History, War",USA,8.6,407,tt1410718,2009,86
18 to Life,2010–2011,Comedy,Canada,6.1,773,tt1411254,2010,61
The Real Housewives of New Jersey,2009–,"Drama, Reality-TV",USA,4,"2,844",tt1411598,2009,40
Jigoku shôjo: Mitsuganae,2008,Animation,,7.5,50,tt1411813,2008,75
One Outs,2008–2009,"Animation, Drama, Sport",Japan,8.4,777,tt1411815,2008,84
Sengoku basara,2009–,"Animation, Action, Drama, War",Japan,6.9,357,tt1411816,2009,69
True Mazinger: Z Chapter,2009–,Animation,Japan,7.5,89,tt1411817,2009,75
Pitchmen,2009–,Reality-TV,USA,7.8,292,tt1412356,2009,78
The Shift,2008–,"Crime, Reality-TV",USA,8.4,127,tt1412360,2008,84
Matthew Gray Gubler: The Unauthorized Documentary,2006–,"Short, Comedy",USA,9.2,171,tt1412738,2006,92
La porta sul buio,1973–,"Mystery, Thriller",Italy,6.6,159,tt1414347,1973,66
Nitro Circus,2009–,"Action, Comedy, Reality-TV, Sport",USA,7.7,"2,083",tt1414349,2009,77
Cross Game,2009–,"Animation, Romance, Sport",Japan,8.2,267,tt1414416,2009,82
Eden of the East,2009,"Animation, Action, Comedy, Drama, Mystery, Romance, Thriller",Japan,7.7,"3,077",tt1415054,2009,77
Piers Morgan's Life Stories,2009–,"Biography, Talk-Show",UK,3.7,142,tt1415098,2009,37
The Sex Education Show,2008–,Documentary,UK,6,106,tt1415154,2008,60
Good Luck Charlie,2010–2014,"Comedy, Drama, Family",USA,7.1,"15,763",tt1415889,2010,71
Parenthood,2010–2015,"Comedy, Drama",USA,8.2,"27,434",tt1416765,2010,82
Profilage,2009–,"Crime, Thriller",France,7.7,712,tt1418572,2009,77
Begin Japanology,2007–,Documentary,Japan,8.9,172,tt1420022,2007,89
I (Almost) Got Away with It,2010–,"Documentary, Crime, Mystery",USA,7.6,512,tt1420152,2010,76
The Amazing Spiez,2009–,"Animation, Action, Comedy","Canada, France",5.9,86,tt1420410,2009,59
The Forgotten,2009–2010,"Crime, Drama",USA,6.7,"2,109",tt1420425,2009,67
Sherri,2009,Comedy,USA,6.2,162,tt1421054,2009,62
Canim ailem,2008–,Drama,Turkey,7.7,537,tt1421511,2008,77
Atashinchi no danshi,2009–,Comedy,Japan,7.1,182,tt1422225,2009,71
Boss,2009–,Drama,Japan,7.4,132,tt1422234,2009,74
Out of the Wild: The Alaska Experiment,2009–,Reality-TV,USA,8.3,296,tt1422378,2009,83
Science of the Movies,2009–,Reality-TV,USA,7.4,116,tt1423782,2009,74
07-Ghost,2009–,"Animation, Action, Drama, Fantasy",Japan,7,391,tt1424033,2009,70
The Mightiest Disciple Kenichi,2006–2014,"Animation, Action, Comedy, Romance",Japan,8.2,"1,531",tt1424037,2006,82
Talkin' 'Bout Your Generation,2009–,Game-Show,Australia,7.6,351,tt1425371,2009,76
Empty Can!,2009–,"Animation, Action, Comedy, Drama, Romance",Japan,5.6,103,tt1427163,2009,56
Prozhektorperiskhilton,2008–,"Comedy, News, Talk-Show",Russia,7.8,569,tt1427175,2008,78
Hasta que el dinero nos separe,2009–2010,Romance,Mexico,7,104,tt1427389,2009,70
Top Chef Masters,2009–,Reality-TV,USA,7.1,"1,123",tt1427816,2009,71
The Platoon of Power Squadron,2009–,"Comedy, Drama, Sci-Fi",USA,8.4,113,tt1428076,2009,84
There Will Be Brawl,2009–,"Action, Comedy, Crime",USA,8.7,152,tt1428410,2009,87
Dhani Tackles the Globe,2009–,Sport,USA,8.5,134,tt1428477,2009,85
Adanali,2008–2010,"Action, Crime",Turkey,3,618,tt1428614,2008,30
New York Goes to Work,2009–,,USA,4.9,107,tt1429423,2009,49
Daisy of Love,2009–,"Game-Show, Reality-TV, Romance",USA,4.5,419,tt1429439,2009,45
Lost Girl,2010–2016,"Drama, Fantasy",Canada,7.7,"26,509",tt1429449,2010,77
Braquo,2009–2016,"Crime, Thriller",France,8,"3,155",tt1429534,2009,80
